week_year,casos,tempmed,umidmed,casos_lag1,tempmed_lag1,umidmed_lag1
2020-12-27,20,25.28125,77.81468,,,
2020-12-20,20,26.17071428,72.3899976,20.0,25.28125,77.81468
2020-12-13,10,27.06017856,66.96531519999999,20.0,26.17071428,72.3899976
2020-12-06,22,27.94964284,61.5406328,10.0,27.06017856,66.96531519999999
2020-11-29,17,28.83910712,56.1159504,22.0,27.94964284,61.5406328
2020-11-22,21,29.7285714,50.691268,17.0,28.83910712,56.1159504
2020-11-15,22,28.0952383333333,69.6820726666667,21.0,29.7285714,50.691268
2020-11-08,17,28.7167237142857,60.9355817142857,22.0,28.0952383333333,69.6820726666667
2020-11-01,18,24.9886447142857,50.3404227142857,17.0,28.7167237142857,60.9355817142857
2020-10-25,7,26.3937927142857,66.5337061428571,18.0,24.9886447142857,50.3404227142857
2020-10-18,18,26.3333334285714,71.2608161428571,7.0,26.3937927142857,66.5337061428571
2020-10-11,19,26.3136907142857,57.1587004285714,18.0,26.3333334285714,71.2608161428571
2020-10-04,19,30.1153907142857,56.5569661428571,19.0,26.3136907142857,57.1587004285714
2020-09-27,23,33.0897954285714,40.5401837142857,19.0,30.1153907142857,56.5569661428571
2020-09-20,22,24.5087815714286,65.3168642857143,23.0,33.0897954285714,40.5401837142857
2020-09-13,25,29.4673467142857,42.6676425714286,22.0,24.5087815714286,65.3168642857143
2020-09-06,20,30.0992342857143,41.0236764285714,25.0,29.4673467142857,42.6676425714286
2020-08-30,24,27.752381,50.6414322857143,20.0,30.0992342857143,41.0236764285714
2020-08-23,16,22.6310272857143,54.1186574285714,24.0,27.752381,50.6414322857143
2020-08-16,12,18.1601192857143,89.2451834285714,16.0,22.6310272857143,54.1186574285714
2020-08-09,25,26.4891155714286,45.7599148571429,12.0,18.1601192857143,89.2451834285714
2020-08-02,15,22.4751901428571,54.937075,25.0,26.4891155714286,45.7599148571429
2020-07-26,14,23.0832024285714,64.207413,15.0,22.4751901428571,54.937075
2020-07-19,17,24.802421,49.8066,14.0,23.0832024285714,64.207413
2020-07-12,24,24.271429,65.2351987142857,17.0,24.802421,49.8066
2020-07-05,17,23.105159,62.4279345714286,24.0,24.271429,65.2351987142857
2020-06-28,12,18.5330624285714,73.5668345714286,17.0,23.105159,62.4279345714286
2020-06-21,20,22.6827381428571,67.831892,12.0,18.5330624285714,73.5668345714286
2020-06-14,21,23.1744504285714,69.0980654285714,20.0,22.6827381428571,67.831892
2020-06-07,15,25.0306121428571,71.6112088571429,21.0,23.1744504285714,69.0980654285714
2020-05-31,20,22.0982142857143,78.7537165714286,15.0,25.0306121428571,71.6112088571429
2020-05-24,18,18.6875,60.2287541428571,20.0,22.0982142857143,78.7537165714286
2020-05-17,28,23.1533614285714,65.2385754285714,18.0,18.6875,60.2287541428571
2020-05-10,33,21.0742068571429,72.950894,28.0,23.1533614285714,65.2385754285714
2020-05-03,16,20.440476,69.6287471428571,33.0,21.0742068571429,72.950894
2020-04-26,26,24.2619048571429,61.2030974285714,16.0,20.440476,69.6287471428571
2020-04-19,20,22.7142857142857,74.0579337142857,26.0,24.2619048571429,61.2030974285714
2020-04-12,19,21.6845237142857,74.6621955714286,20.0,22.7142857142857,74.0579337142857
2020-04-05,20,23.3928565714286,75.7390037142857,19.0,21.6845237142857,74.6621955714286
2020-03-29,32,24.9880951428571,79.3388505714286,20.0,23.3928565714286,75.7390037142857
2020-03-22,29,23.6607142857143,72.035607,32.0,24.9880951428571,79.3388505714286
2020-03-15,36,24.5313854285714,89.7231571428571,29.0,23.6607142857143,72.035607
2020-03-08,78,23.3488094285714,83.4126571428571,36.0,24.5313854285714,89.7231571428571
2020-03-01,82,22.2785714285714,82.10991,78.0,23.3488094285714,83.4126571428571
2020-02-23,76,22.6023811428571,92.3139128571429,82.0,22.2785714285714,82.10991
2020-02-16,110,24.9746751428571,91.9508277142857,76.0,22.6023811428571,92.3139128571429
2020-02-09,110,21.346032,95.7935602857143,110.0,24.9746751428571,91.9508277142857
2020-02-02,93,23.1269841428571,98.20467,110.0,21.346032,95.7935602857143
2020-01-26,115,26.815476,74.5784382857143,93.0,23.1269841428571,98.20467
2020-01-19,100,24.6428574285714,82.9150164285714,115.0,26.815476,74.5784382857143
2020-01-12,66,26.1726191428571,85.5539335714286,100.0,24.6428574285714,82.9150164285714
2020-01-05,44,25.365476,91.507222,66.0,26.1726191428571,85.5539335714286
2019-12-29,18,25.0555553333333,85.3039701666667,44.0,25.365476,91.507222
2019-12-22,18,22.4714285714286,90.3996121428571,18.0,25.0555553333333,85.3039701666667
2019-12-15,15,22.6317458571429,95.5342442857143,18.0,22.4714285714286,90.3996121428571
2019-12-08,22,22.5285714285714,91.6898942857143,15.0,22.6317458571429,95.5342442857143
2019-12-01,20,21.9793651428571,95.362645,22.0,22.5285714285714,91.6898942857143
2019-11-24,10,20.9095237142857,91.2953105714286,20.0,21.9793651428571,95.362645
2019-11-17,21,21.0857142857143,88.7187408571429,10.0,20.9095237142857,91.2953105714286
2019-11-10,30,22.0714285714286,94.2784635714286,21.0,21.0857142857143,88.7187408571429
2019-11-03,25,24.3,83.3288111428571,30.0,22.0714285714286,94.2784635714286
2019-10-27,25,23.7792208571429,83.7712298571429,25.0,24.3,83.3288111428571
2019-10-20,36,20.5246754285714,87.3583054285714,25.0,23.7792208571429,83.7712298571429
2019-10-13,19,23.6493505714286,79.3136072857143,36.0,20.5246754285714,87.3583054285714
2019-10-06,93,21.4129868571429,85.8435977142857,19.0,23.6493505714286,79.3136072857143
2019-09-29,215,21.7974025714286,71.5063947142857,93.0,21.4129868571429,85.8435977142857
2019-09-22,231,17.412987,89.4076008571429,215.0,21.7974025714286,71.5063947142857
2019-09-15,103,25.1090908571429,66.1272417142857,231.0,17.412987,89.4076008571429
2019-09-08,30,25.8428568571429,56.370804,103.0,25.1090908571429,66.1272417142857
2019-09-01,12,18.4064935714286,96.0608362857143,30.0,25.8428568571429,56.370804
2019-08-25,14,18.8961041428571,76.4595505714286,12.0,18.4064935714286,96.0608362857143
2019-08-18,8,17.2376622857143,80.4922211428571,14.0,18.8961041428571,76.4595505714286
2019-08-11,10,18.8870127142857,71.5605862857143,8.0,17.2376622857143,80.4922211428571
2019-08-04,13,18.077922,80.0091087142857,10.0,18.8870127142857,71.5605862857143
2019-07-28,12,18.6870128571429,79.1724715714286,13.0,18.077922,80.0091087142857
2019-07-21,11,19.7818182857143,71.0096038571428,12.0,18.6870128571429,79.1724715714286
2019-07-14,20,16.6428571428571,77.7622682857143,11.0,19.7818182857143,71.0096038571428
2019-07-07,25,14.0999998571429,74.5512665714286,20.0,16.6428571428571,77.7622682857143
2019-06-30,26,19.7298702857143,75.3819341428571,25.0,14.0999998571429,74.5512665714286
2019-06-23,51,20.3376622857143,75.500853,26.0,19.7298702857143,75.3819341428571
2019-06-16,74,19.2818182857143,81.5171108571429,51.0,20.3376622857143,75.500853
2019-06-09,107,19.4832248571429,76.2740188571429,74.0,19.2818182857143,81.5171108571429
2019-06-02,136,17.27013,88.9234245714286,107.0,19.4832248571429,76.2740188571429
2019-05-26,192,20.157143,82.9450634285714,136.0,17.27013,88.9234245714286
2019-05-19,351,18.8571428571429,83.898099,192.0,20.157143,82.9450634285714
2019-05-12,497,20.296104,95.2319528571429,351.0,18.8571428571429,83.898099
2019-05-05,582,22.0129871428571,93.9251907142857,497.0,20.296104,95.2319528571429
2019-04-28,816,22.7090908571429,89.055998,582.0,22.0129871428571,93.9251907142857
2019-04-21,1379,23.2157841428571,89.1704364285714,816.0,22.7090908571429,89.055998
2019-04-14,1629,21.6329671428571,90.132645,1379.0,23.2157841428571,89.1704364285714
2019-04-07,2290,21.4589828571429,94.8799664285714,1629.0,21.6329671428571,90.132645
2019-03-31,2777,23.1831165714286,85.2353292857143,2290.0,21.4589828571429,94.8799664285714
2019-03-24,2999,21.8818177142857,87.8813628571429,2777.0,23.1831165714286,85.2353292857143
2019-03-17,3377,22.3129871428571,96.0696721428571,2999.0,21.8818177142857,87.8813628571429
2019-03-10,3333,22.8623377142857,96.7469957142857,3377.0,22.3129871428571,96.0696721428571
2019-03-03,2940,23.0987011428571,94.1403485714286,3333.0,22.8623377142857,96.7469957142857
2019-02-24,2320,22.6558442857143,96.66351,2940.0,23.0987011428571,94.1403485714286
2019-02-17,2613,22.725974,96.5789837142857,2320.0,22.6558442857143,96.66351
2019-02-10,2334,23.9079364285714,86.8903185714286,2613.0,22.725974,96.5789837142857
2019-02-03,1931,24.2349205714286,81.94027,2334.0,23.9079364285714,86.8903185714286
2019-01-27,1546,29.4285714285714,58.6369318571429,1931.0,24.2349205714286,81.94027
2019-01-20,1419,27.8571428571429,75.5560962857143,1546.0,29.4285714285714,58.6369318571429
2019-01-13,924,26.3952382857143,81.49486,1419.0,27.8571428571429,75.5560962857143
2019-01-06,547,24.5888887142857,86.8696062857143,924.0,26.3952382857143,81.49486
2018-12-30,208,24.2984127142857,93.4311441428571,547.0,24.5888887142857,86.8696062857143
2018-12-23,136,23.3773811428571,91.227303,208.0,24.2984127142857,93.4311441428571
2018-12-16,86,28.7738091428571,69.3125677142857,136.0,23.3773811428571,91.227303
2018-12-09,39,27.3273814285714,61.3311388571429,86.0,28.7738091428571,69.3125677142857
2018-12-02,21,22.5087305714286,82.4436707142857,39.0,27.3273814285714,61.3311388571429
2018-11-25,23,21.9809527142857,86.9480098571428,21.0,22.5087305714286,82.4436707142857
2018-11-18,16,20.7126981428571,92.8664848571429,23.0,21.9809527142857,86.9480098571428
2018-11-11,8,23.6269841428571,85.5049511428571,16.0,20.7126981428571,92.8664848571429
2018-11-04,14,19.5301585714286,90.8812891428571,8.0,23.6269841428571,85.5049511428571
2018-10-28,21,20.6454545714286,84.237145,14.0,19.5301585714286,90.8812891428571
2018-10-21,8,20.1948051428571,89.9333905714286,21.0,20.6454545714286,84.237145
2018-10-14,6,23.5714285714286,86.399145,8.0,20.1948051428571,89.9333905714286
2018-10-07,1,23.7916665714286,85.5340765714286,6.0,23.5714285714286,86.399145
2018-09-30,7,23.3895022857143,82.5925335714286,1.0,23.7916665714286,85.5340765714286
2018-09-23,5,22.3363637142857,81.1770128571429,7.0,23.3895022857143,82.5925335714286
2018-09-16,4,19.5571428571429,92.6535108571429,5.0,22.3363637142857,81.1770128571429
2018-09-09,3,18.1220777142857,84.7494211428571,4.0,19.5571428571429,92.6535108571429
2018-09-02,2,16.9155844285714,81.7432705714286,3.0,18.1220777142857,84.7494211428571
2018-08-26,3,18.9233767142857,73.4727658571429,2.0,16.9155844285714,81.7432705714286
2018-08-19,4,19.8168831428571,75.2751544285714,3.0,18.9233767142857,73.4727658571429
2018-08-12,3,16.2206555714286,79.5341361428571,4.0,19.8168831428571,75.2751544285714
2018-08-05,3,16.9940478571429,86.049599,3.0,16.2206555714286,79.5341361428571
2018-07-29,2,20.0238097142857,74.6019157142857,3.0,16.9940478571429,86.049599
2018-07-22,5,22.4285717142857,60.1858492857143,2.0,20.0238097142857,74.6019157142857
2018-07-15,2,24.7773811428571,48.477055,5.0,22.4285717142857,60.1858492857143
2018-07-08,5,15.8103894285714,63.8302471428571,2.0,24.7773811428571,48.477055
2018-07-01,7,21.1142854285714,61.5091744285714,5.0,15.8103894285714,63.8302471428571
2018-06-24,8,22.2889608571429,55.6792371428571,7.0,21.1142854285714,61.5091744285714
2018-06-17,5,17.8714284285714,80.4584262857143,8.0,22.2889608571429,55.6792371428571
2018-06-10,5,19.5649348571429,88.1938072857143,5.0,17.8714284285714,80.4584262857143
2018-06-03,7,17.6259738571429,90.8839794285714,5.0,19.5649348571429,88.1938072857143
2018-05-27,3,18.3012985714286,72.7773428571429,7.0,17.6259738571429,90.8839794285714
2018-05-20,6,16.075433,75.9236178571429,3.0,18.3012985714286,72.7773428571429
2018-05-13,2,22.6726188571429,78.1346581428571,6.0,16.075433,75.9236178571429
2018-05-06,3,23.5178571428571,70.8610021428571,2.0,22.6726188571429,78.1346581428571
2018-04-29,12,25.8988094285714,61.2963604285714,3.0,23.5178571428571,70.8610021428571
2018-04-22,3,23.5892857142857,72.4800385714286,12.0,25.8988094285714,61.2963604285714
2018-04-15,5,20.1772728571429,78.0743951428571,3.0,23.5892857142857,72.4800385714286
2018-04-04,4,21.7428568571429,87.8120855714286,5.0,20.1772728571429,78.0743951428571
2018-04-01,5,21.848052,93.3356572857143,4.0,21.7428568571429,87.8120855714286
2018-03-25,5,22.4610388571429,91.3731191428571,5.0,21.848052,93.3356572857143
2018-03-18,7,23.7129871428571,92.4768285714286,5.0,22.4610388571429,91.3731191428571
2018-03-11,14,24.6181817142857,90.7171342857143,7.0,23.7129871428571,92.4768285714286
2018-03-04,10,23.5714285714286,92.4982685714286,14.0,24.6181817142857,90.7171342857143
2018-02-25,8,24.2872294285714,87.0739187142857,10.0,23.5714285714286,92.4982685714286
2018-02-18,8,22.8085497142857,88.4905737142857,8.0,24.2872294285714,87.0739187142857
2018-02-11,11,21.8031744285714,94.690695,8.0,22.8085497142857,88.4905737142857
2018-02-04,7,22.9416668571429,76.871218,11.0,21.8031744285714,94.690695
2018-01-28,16,21.9857144285714,90.5380177142857,7.0,22.9416668571429,76.871218
2018-01-21,16,24.2900792857143,85.1255977142857,16.0,21.9857144285714,90.5380177142857
2018-01-14,18,23.8432535714286,88.7169651428571,16.0,24.2900792857143,85.1255977142857
2018-01-07,12,21.843254,93.5406362857143,18.0,23.8432535714286,88.7169651428571
2017-12-31,60,23.2015871428571,91.88979,12.0,21.843254,93.5406362857143
2017-12-24,12,23.4777778571429,92.5000242857143,60.0,23.2015871428571,91.88979
2017-12-17,10,24.4503965714286,84.5195264285714,12.0,23.4777778571429,92.5000242857143
2017-12-10,10,23.7924604285714,75.7205465714286,10.0,24.4503965714286,84.5195264285714
2017-12-03,14,24.572778,82.194554,10.0,23.7924604285714,75.7205465714286
2017-11-26,22,24.228205323076924,80.80446006153846,14.0,24.572778,82.194554
2017-11-19,15,23.883632646153846,79.41436612307692,22.0,24.228205323076924,80.80446006153846
2017-11-12,14,23.53905996923077,78.02427218461538,15.0,23.883632646153846,79.41436612307692
2017-11-05,6,23.19448729230769,76.63417824615384,14.0,23.53905996923077,78.02427218461538
2017-10-29,10,22.849914615384616,75.2440843076923,6.0,23.19448729230769,76.63417824615384
2017-10-22,11,22.505341938461537,73.85399036923077,10.0,22.849914615384616,75.2440843076923
2017-10-15,9,22.160769261538462,72.46389643076922,11.0,22.505341938461537,73.85399036923077
2017-10-08,9,21.816196584615383,71.07380249230769,9.0,22.160769261538462,72.46389643076922
2017-10-01,12,21.471623907692308,69.68370855384615,9.0,21.816196584615383,71.07380249230769
2017-09-24,7,21.12705123076923,68.29361461538461,12.0,21.471623907692308,69.68370855384615
2017-09-17,9,20.782478553846154,66.90352067692308,7.0,21.12705123076923,68.29361461538461
2017-09-10,11,20.437905876923075,65.51342673846153,9.0,20.782478553846154,66.90352067692308
2017-09-03,12,20.0933332,64.1233328,11.0,20.437905876923075,65.51342673846153
2017-08-27,5,19.5428571428571,70.1619045714286,12.0,20.0933332,64.1233328
2017-08-20,4,16.3809524285714,92.319048,5.0,19.5428571428571,70.1619045714286
2017-08-13,6,18.1619045714286,91.619048,4.0,16.3809524285714,92.319048
2017-08-06,6,18.0380951428571,70.240476,6.0,18.1619045714286,91.619048
2017-07-30,5,16.9214285714286,71.9214285714286,6.0,18.0380951428571,70.240476
2017-07-23,5,16.7986394285714,75.582994,5.0,16.9214285714286,71.9214285714286
2017-07-16,5,15.0122447142857,76.4979585714286,5.0,16.7986394285714,75.582994
2017-07-09,4,16.9190474285714,78.780952,5.0,15.0122447142857,76.4979585714286
2017-07-02,5,13.5571428571429,86.1261908571429,4.0,16.9190474285714,78.780952
2017-06-25,2,17.547619,81.2857142857143,5.0,13.5571428571429,86.1261908571429
2017-06-18,4,17.5833331428571,84.9214285714286,2.0,17.547619,81.2857142857143
2017-06-11,1,16.3080748571429,83.53851,4.0,17.5833331428571,84.9214285714286
2017-06-04,2,19.4642857142857,86.7523805714286,1.0,16.3080748571429,83.53851
2017-05-28,2,17.6666667142857,95.1857142857143,2.0,19.4642857142857,86.7523805714286
2017-05-21,7,19.9027776666667,92.8111106666667,2.0,17.6666667142857,95.1857142857143
2017-05-14,5,19.3906014285714,88.4642857142857,7.0,19.9027776666667,92.8111106666667
2017-05-07,4,18.6537035,87.2703701666667,5.0,19.3906014285714,88.4642857142857
2017-04-30,7,18.0373951428571,93.6351534285714,4.0,18.6537035,87.2703701666667
2017-04-23,10,18.6108844285714,93.6227042857143,7.0,18.0373951428571,93.6351534285714
2017-04-16,9,19.6857145714286,89.9047611428571,10.0,18.6108844285714,93.6227042857143
2017-04-09,12,22.5781464285714,85.369048,9.0,19.6857145714286,89.9047611428571
2017-04-02,17,21.7023808571429,87.4071428571429,12.0,22.5781464285714,85.369048
2017-03-26,12,19.7585212857143,84.7368428571429,17.0,21.7023808571429,87.4071428571429
2017-03-19,15,20.8435671666667,84.6659356666667,12.0,19.7585212857143,84.7368428571429
2017-03-12,14,23.2503401428571,89.5193871428571,15.0,20.8435671666667,84.6659356666667
2017-03-05,20,23.5031744285714,93.0047622857143,14.0,23.2503401428571,89.5193871428571
2017-02-26,28,23.3003761428571,93.9085208571429,20.0,23.5031744285714,93.0047622857143
2017-02-19,27,24.09198,83.8666662857143,28.0,23.3003761428571,93.9085208571429
2017-02-12,23,25.3650792857143,78.1555554285714,27.0,24.09198,83.8666662857143
2017-02-05,29,23.4891816666667,86.9073103333333,23.0,25.3650792857143,78.1555554285714
2017-01-29,28,22.4984124285714,92.27215,29.0,23.4891816666667,86.9073103333333
2017-01-22,17,22.5969388571429,94.6071428571429,28.0,22.4984124285714,92.27215
2017-01-15,15,22.1922661428571,97.9650557142857,17.0,22.5969388571429,94.6071428571429
2017-01-08,23,23.7489795714286,91.8204085714286,15.0,22.1922661428571,97.9650557142857
2017-01-01,12,24.497995,84.2785714285714,23.0,23.7489795714286,91.8204085714286
2016-12-25,26,25.0774351428571,79.2175865714286,12.0,24.497995,84.2785714285714
2016-12-18,15,23.4477778,78.5644448,26.0,25.0774351428571,79.2175865714286
2016-12-11,17,23.3360904,91.258572,15.0,23.4477778,78.5644448
2016-12-04,14,23.4155781428571,85.2804085714286,17.0,23.3360904,91.258572
2016-11-27,17,22.747449,84.765306,14.0,23.4155781428571,85.2804085714286
2016-11-20,15,20.5880953333333,83.46111,17.0,22.747449,84.765306
2016-11-13,11,19.5435681666667,87.1219666666667,15.0,20.5880953333333,83.46111
2016-11-06,10,22.0534012857143,82.9602042857143,11.0,19.5435681666667,87.1219666666667
2016-10-30,10,19.9876478571429,87.57755,10.0,22.0534012857143,82.9602042857143
2016-10-23,10,20.7414962857143,83.2908157142857,10.0,19.9876478571429,87.57755
2016-10-16,12,25.0404225714286,78.1994451428571,10.0,20.7414962857143,83.2908157142857
2016-10-09,9,19.777211,85.1884361428571,12.0,25.0404225714286,78.1994451428571
2016-10-02,3,17.864286,74.075,9.0,19.777211,85.1884361428571
2016-09-25,5,15.6571428,76.5523804,3.0,17.864286,74.075
2016-09-18,4,18.2185374285714,80.471089,5.0,15.6571428,76.5523804
2016-09-11,3,20.6269838571429,65.7015875714286,4.0,18.2185374285714,80.471089
2016-09-04,4,16.6476188333333,83.0087296666667,3.0,20.6269838571429,65.7015875714286
2016-08-28,3,20.2785714285714,75.4738097142857,4.0,16.6476188333333,83.0087296666667
2016-08-21,6,15.953061,80.92449,3.0,20.2785714285714,75.4738097142857
2016-08-14,6,20.4265611428571,69.0732078571429,6.0,15.953061,80.92449
2016-08-07,3,16.3918368571429,78.4642861428571,6.0,20.4265611428571,69.0732078571429
2016-07-31,4,19.4081631428571,70.9863941428571,3.0,16.3918368571429,78.4642861428571
2016-07-24,3,18.327051,73.1420372857143,4.0,19.4081631428571,70.9863941428571
2016-07-17,3,11.9714285714286,84.7183671428571,3.0,18.327051,73.1420372857143
2016-07-10,6,22.0772108571429,54.3530608571429,3.0,11.9714285714286,84.7183671428571
2016-07-03,4,17.6108842857143,69.2544218571429,6.0,22.0772108571429,54.3530608571429
2016-06-26,6,17.369388,78.7809524285714,4.0,17.6108842857143,69.2544218571429
2016-06-19,7,15.2229234285714,89.4041805714286,6.0,17.369388,78.7809524285714
2016-06-12,8,14.9839933571429,74.9225685714286,7.0,15.2229234285714,89.4041805714286
2016-06-05,6,17.1120373333333,87.5583333333333,8.0,14.9839933571429,74.9225685714286
2016-05-29,16,18.935091,99.2653057142857,6.0,17.1120373333333,87.5583333333333
2016-05-22,32,17.0207661428571,92.331508,16.0,18.935091,99.2653057142857
2016-05-15,57,19.9625851428571,91.3394562857143,32.0,17.0207661428571,92.331508
2016-05-08,55,19.34,90.6333328,57.0,19.9625851428571,91.3394562857143
2016-05-01,65,16.08333325,77.1785745,55.0,19.34,90.6333328
2016-04-24,123,18.7420635,83.1206346666667,65.0,16.08333325,77.1785745
2016-04-17,195,23.276630949999998,76.75714173333336,123.0,18.7420635,83.1206346666667
2016-04-10,141,27.8111984,70.3936488,195.0,23.276630949999998,76.75714173333336
2016-04-03,158,25.4108844285714,78.8867342857143,141.0,27.8111984,70.3936488
2016-03-27,131,24.7900224285714,87.8848077142857,158.0,25.4108844285714,78.8867342857143
2016-03-20,138,23.9018007142857,87.8780705714286,131.0,24.7900224285714,87.8848077142857
2016-03-13,147,23.2702948571429,88.0342422857143,138.0,23.9018007142857,87.8780705714286
2016-03-06,128,24.1181975714286,90.0901362857143,147.0,23.2702948571429,88.0342422857143
2016-02-28,170,23.583606,91.4597777142857,128.0,24.1181975714286,90.0901362857143
2016-02-21,113,23.8210255714286,94.3578584285714,170.0,23.583606,91.4597777142857
2016-02-14,107,25.7444034285714,88.030242,113.0,23.8210255714286,94.3578584285714
2016-02-07,99,27.3482284285714,76.6783248571429,107.0,25.7444034285714,88.030242
2016-01-31,85,28.7940708571429,68.4025465714286,99.0,27.3482284285714,76.6783248571429
2016-01-24,72,24.5072682857143,89.1066628571429,85.0,28.7940708571429,68.4025465714286
2016-01-17,61,22.0210268571429,76.5445277142857,72.0,24.5072682857143,89.1066628571429
2016-01-10,66,23.75906,91.3899188571429,61.0,22.0210268571429,76.5445277142857
2016-01-03,48,23.8740134285714,82.2223125714286,66.0,23.75906,91.3899188571429
2015-12-27,21,23.2100462857143,91.0929457142857,48.0,23.8740134285714,82.2223125714286
2015-12-20,28,23.7193877142857,84.219048,21.0,23.2100462857143,91.0929457142857
2015-12-13,22,24.0137162857143,78.0127171428571,28.0,23.7193877142857,84.219048
2015-12-06,13,24.8236501428571,79.0293757142857,22.0,24.0137162857143,78.0127171428571
2015-11-29,18,24.6548071428571,78.9534934285714,13.0,24.8236501428571,79.0293757142857
2015-11-22,19,23.9091765714286,81.9245387142857,18.0,24.6548071428571,78.9534934285714
2015-11-15,20,25.4308073333333,77.5444235,19.0,23.9091765714286,81.9245387142857
2015-11-08,11,26.4766665714286,76.5266674285714,20.0,25.4308073333333,77.5444235
2015-11-01,13,23.4644325,90.7468,11.0,26.4766665714286,76.5266674285714
2015-10-25,6,24.2209868571429,81.1530521428571,13.0,23.4644325,90.7468
2015-10-18,2,25.7760027142857,69.7767684285714,6.0,24.2209868571429,81.1530521428571
2015-10-11,6,26.330126,66.9432167142857,2.0,25.7760027142857,69.7767684285714
2015-10-04,9,24.9391158571429,74.2210285714286,6.0,26.330126,66.9432167142857
2015-09-27,8,24.529121,78.6840291428571,9.0,24.9391158571429,74.2210285714286
2015-09-20,4,28.4283331428571,52.584524,8.0,24.529121,78.6840291428571
2015-09-13,7,25.9540814285714,60.9583337142857,4.0,28.4283331428571,52.584524
2015-09-06,8,20.4941045714286,87.1023735714286,7.0,25.9540814285714,60.9583337142857
2015-08-30,2,24.1446105714286,61.8820337142857,8.0,20.4941045714286,87.1023735714286
2015-08-23,4,20.6123294285714,74.5755125714286,2.0,24.1446105714286,61.8820337142857
2015-08-16,7,22.4076085714286,60.4482988571429,4.0,20.6123294285714,74.5755125714286
2015-08-09,6,23.319728,57.37585,7.0,22.4076085714286,60.4482988571429
2015-08-02,14,24.630952,48.8928571428571,6.0,23.319728,57.37585
2015-07-26,16,20.7533645714286,64.2572462857143,14.0,24.630952,48.8928571428571
2015-07-19,15,20.8161905714286,73.3657154285714,16.0,20.7533645714286,64.2572462857143
2015-07-12,56,22.8406725714286,72.2496268571429,15.0,20.8161905714286,73.3657154285714
2015-07-05,115,18.4380558571429,88.3321554285714,56.0,22.8406725714286,72.2496268571429
2015-06-28,258,18.9784012857143,81.9590668571429,115.0,18.4380558571429,88.3321554285714
